station,Date,Time,NITRATE(PPM),PH,AMMONIA(mg/l),TEMP,DO,TURBIDITY,MANGANESE(mg/l),label
station1,23-08-2022,09:40:00,22.8281,6.2452,0.02273,20.9688,5.7643,22.6193,0.38096,0
station1,23-08-2022,10:00:00,2.469,8.7464,0.01877,22.2512,15.6281,21.5883,0.63961,0
station1,23-08-2022,10:20:00,22.773,6.791,0.03548,19.5134,5.1751,25.0036,0.87652,0
station1,23-08-2022,10:40:00,32.7593,6.1454,0.0173,29.502,5.6962,21.0967,0.83878,0
station1,23-08-2022,11:00:00,29.3138,5.7354,0.04216,30.259,18.1993,35.415,0.77418,0
station1,23-08-2022,11:20:00,35.3625,8.2355,0.01545,23.5572,18.0167,15.1243,0.64792,0
station1,23-08-2022,11:40:00,23.829,6.9092,0.02406,29.1549,17.1177,34.7634,0.57575,0
station1,23-08-2022,12:00:00,39.3778,8.8152,0.04395,18.2005,11.6519,35.9057,0.78184,0
station1,23-08-2022,12:20:00,37.377,8.3603,0.02463,24.1082,7.9778,15.4313,0.23906,0
station1,23-08-2022,12:40:00,6.1586,7.4668,0.03667,25.5791,12.9742,29.3631,0.33387,0
station1,23-08-2022,13:00:00,7.9537,7.0753,0.02576,22.9205,7.4175,19.5119,0.39718,0
station1,23-08-2022,13:20:00,12.6758,8.9049,0.03553,30.7565,15.0958,15.7916,0.94587,0
station1,23-08-2022,13:40:00,37.4959,6.3856,0.02736,28.9714,19.1577,32.4191,0.85751,0
station1,23-08-2022,14:00:00,12.2234,6.7364,0.03159,25.5133,15.7168,15.8046,0.53492,0
station1,23-08-2022,14:20:00,21.6774,7.7221,0.04429,23.8963,5.3581,16.9349,0.91242,0
station1,23-08-2022,14:40:00,13.0557,7.5752,0.02905,24.4882,18.4477,33.7156,0.75265,0
station1,23-08-2022,15:00:00,35.4549,7.752,0.02876,30.931,11.5525,23.0236,0.41953,0
station1,23-08-2022,15:20:00,4.1869,6.3055,0.02037,28.3524,10.4953,37.8152,0.55001,0
station1,23-08-2022,15:40:00,25.7313,7.4111,0.0386,23.6674,6.1579,38.1264,0.6223,0
station1,23-08-2022,16:00:00,21.8777,8.0329,0.04451,19.8566,14.0061,39.7962,0.68583,0
station1,23-08-2022,16:20:00,9.2808,7.2991,0.01889,18.6269,11.6761,22.5936,0.34064,0
station1,23-08-2022,16:40:00,8.7037,7.4716,0.01871,21.7149,17.704,19.4433,0.86391,0
station1,23-08-2022,17:00:00,27.7185,7.8859,0.03215,30.5491,16.9344,28.3997,0.69884,0
station1,23-08-2022,17:20:00,31.7554,7.1571,0.04485,24.2476,14.824,31.2385,0.46809,0
station1,23-08-2022,17:40:00,25.2349,7.9063,0.02911,23.588,18.3487,26.9677,0.83767,0
station1,23-08-2022,18:00:00,5.4311,7.5131,0.02387,18.7273,15.4465,15.3009,0.73165,0
station1,23-08-2022,18:20:00,28.4945,7.7254,0.04364,24.473,11.8817,18.9423,0.6516,0
station1,23-08-2022,18:40:00,39.8878,6.3647,0.02434,23.78,10.5479,32.9582,0.48666,0
station1,23-08-2022,19:00:00,12.0972,6.279,0.04171,30.706,13.6173,26.2431,0.74857,0
station1,23-08-2022,19:20:00,30.6219,8.8184,0.02655,20.3365,10.4586,31.238,0.29385,0
station1,23-08-2022,19:40:00,37.4775,7.0353,0.01936,30.0745,11.1149,39.4316,0.99752,0
station1,23-08-2022,20:00:00,29.2006,8.9071,0.02504,21.9144,16.2232,15.5975,0.53717,0
station1,23-08-2022,20:20:00,20.8968,8.5444,0.02008,24.1179,17.3103,22.6777,0.47559,0
station1,23-08-2022,20:40:00,20.3226,7.9487,0.03526,20.6276,8.0219,30.4454,0.67859,0
station1,23-08-2022,21:00:00,15.4682,6.8749,0.04198,25.9125,15.3409,27.1632,0.5958,0
station1,23-08-2022,21:20:00,12.8186,7.9763,0.02429,27.5046,13.1788,20.578,0.78975,0
station1,23-08-2022,21:40:00,37.7507,8.5349,0.03537,25.8613,16.8031,20.6226,0.85109,0
station1,23-08-2022,22:00:00,8.7985,6.0352,0.03864,21.4783,11.975,37.7131,0.95807,0
station1,23-08-2022,22:20:00,25.9358,8.8543,0.04358,29.8795,8.9938,20.4452,0.87351,0
station1,23-08-2022,22:40:00,7.0843,8.2584,0.02611,23.5959,9.6306,28.1075,0.40154,0
station1,23-08-2022,23:00:00,13.782,5.6876,0.04276,20.8773,14.3925,34.8454,0.62497,0
station1,23-08-2022,23:20:00,33.098,5.783,0.02179,19.6727,5.9877,32.0905,0.33469,0
station1,23-08-2022,23:40:00,13.8628,6.9082,0.02212,26.7994,16.3384,15.5246,0.24719,0
station1,23-08-2022,00:00:00,39.9846,6.7076,0.02259,29.426,11.8352,26.2703,0.81993,0
station1,23-08-2022,00:20:00,15.5758,6.8109,0.03359,18.4474,12.7384,23.9158,0.90429,0
station1,23-08-2022,00:40:00,14.7035,5.8507,0.03237,21.6273,17.7267,35.4828,0.46637,0
station1,23-08-2022,01:00:00,28.6254,7.3907,0.04313,23.8333,16.8235,26.8456,0.60531,0
station1,23-08-2022,01:20:00,6.5985,7.7207,0.03133,22.4509,9.7113,17.8363,0.38463,0
station1,23-08-2022,01:40:00,34.0989,5.8587,0.03222,26.2445,10.1378,34.4515,0.5428,0
station1,23-08-2022,02:00:00,18.9998,7.5718,0.02717,18.2395,19.0403,38.634,0.90181,0
station1,23-08-2022,02:20:00,5.8054,6.8741,0.037,29.7334,16.3308,24.8532,0.52135,0
station1,23-08-2022,02:40:00,27.9186,8.5008,0.02345,29.2427,18.0519,34.9019,0.37024,0
station1,23-08-2022,03:00:00,24.9088,8.2656,0.03183,28.8634,18.2664,18.4129,0.50876,0
station1,23-08-2022,03:20:00,4.0913,6.6067,0.02886,19.5348,6.6041,37.5312,0.62169,0
station1,23-08-2022,03:40:00,28.7686,6.179,0.04252,28.6571,12.2939,16.5278,0.39001,0
station1,23-08-2022,04:00:00,21.33,5.756,0.0329,23.3215,19.9352,19.9026,0.23556,0
station1,23-08-2022,04:20:00,21.3039,7.4639,0.017,23.8606,6.1328,23.9897,0.88086,0
station1,23-08-2022,04:40:00,35.5664,7.8656,0.01668,24.494,6.9008,38.0288,0.51199,0
station1,23-08-2022,05:00:00,7.4568,8.5125,0.0397,28.9225,15.1074,15.7531,0.70927,0
station1,23-08-2022,05:20:00,20.6208,8.295,0.03904,22.8897,18.745,34.5837,0.77383,0
station1,23-08-2022,05:40:00,16.1019,6.8139,0.03774,20.9551,19.4933,15.0342,0.70629,0
station1,23-08-2022,06:00:00,34.0358,8.2146,0.04279,24.8184,16.5349,26.0828,0.72387,0
station1,23-08-2022,06:20:00,27.2293,8.0378,0.03078,22.4649,10.9157,21.9383,0.50412,0
station1,23-08-2022,06:40:00,32.3705,8.1144,0.02683,27.0751,13.8279,36.2119,0.81582,0
station1,23-08-2022,07:00:00,39.6165,5.7519,0.03805,23.2131,12.451,24.8207,0.52598,0
station1,24-08-2022,07:20:00,13.1247,7.6951,0.02944,22.525,10.0751,20.3119,0.76541,0
station1,24-08-2022,07:40:00,26.4479,6.0181,0.02471,20.7452,9.3778,20.2008,0.95024,0
station1,24-08-2022,08:00:00,2.1614,6.6031,0.03177,27.3153,10.8775,31.3755,0.29911,0
station1,24-08-2022,08:20:00,19.116,5.831,0.03484,21.0935,13.2248,31.9789,0.8079,0
station1,24-08-2022,08:40:00,31.7974,7.0207,0.03962,22.7305,14.0004,28.494,0.3655,0
station1,24-08-2022,09:00:00,25.3407,6.0133,0.02686,25.9097,9.1667,37.0725,0.65013,0
station1,24-08-2022,09:20:00,29.2435,8.771,0.03361,18.3455,12.1131,39.0361,0.20554,0
station1,24-08-2022,09:40:00,16.7419,7.1198,0.03712,30.2041,16.0757,36.3491,0.74559,0
station1,24-08-2022,10:00:00,5.464,6.6473,0.01631,29.8951,9.0478,20.1654,0.74413,0
station1,24-08-2022,10:20:00,10.2227,8.7581,0.02477,29.7612,6.1849,38.3224,0.51752,0
station1,24-08-2022,10:40:00,25.2717,7.7338,0.02419,28.2669,11.2831,37.2192,0.37433,0
station1,24-08-2022,11:00:00,38.1763,6.9503,0.01612,19.7727,16.5192,30.8378,0.78354,0
station1,24-08-2022,11:20:00,36.6519,6.1328,0.02795,21.4131,8.7057,23.0514,0.35818,0
station1,24-08-2022,11:40:00,13.3522,6.2816,0.03408,23.3504,8.6144,24.9326,0.49378,0
station1,24-08-2022,12:00:00,33.6322,7.4789,0.04367,18.3815,18.2301,19.9386,0.3695,0
station1,24-08-2022,12:20:00,20.0918,6.7458,0.03256,26.4742,7.5245,38.6351,0.30554,0
station1,24-08-2022,12:40:00,20.9567,7.7973,0.01644,25.9018,17.4017,22.5468,0.35788,0
station1,24-08-2022,13:00:00,21.8878,7.081,0.02352,28.0918,12.9102,22.1338,0.75466,0
station1,24-08-2022,13:20:00,16.3936,7.5774,0.02238,18.1318,18.3966,15.9985,0.90439,0
station1,24-08-2022,13:40:00,28.1431,6.0904,0.02272,25.0231,18.5422,35.0813,0.98611,0
station1,24-08-2022,14:00:00,8.3334,8.503,0.02082,21.2141,7.3868,28.307,0.7483,0
station1,24-08-2022,14:20:00,5.8166,8.4448,0.04431,22.0897,15.1954,35.4101,0.26805,0
station1,24-08-2022,14:40:00,27.4492,6.1689,0.04487,27.4609,18.8638,17.7588,0.22518,0
station1,24-08-2022,15:00:00,25.4399,7.4802,0.04491,24.5964,12.277,27.2737,0.48573,0
station1,24-08-2022,15:20:00,24.021,6.363,0.02093,24.2715,13.8029,29.815,0.98517,0
station1,24-08-2022,15:40:00,8.8354,6.8114,0.01659,25.9499,13.3841,38.3446,0.46079,0
station1,24-08-2022,16:00:00,33.475,7.4114,0.03539,26.0179,17.9949,29.9308,0.74737,0
station1,24-08-2022,16:20:00,33.0768,7.1178,0.03018,27.1967,17.0624,27.3857,0.99278,0
station1,24-08-2022,16:40:00,9.1342,7.72,0.03722,22.5007,14.4908,38.7762,0.20598,0
station1,24-08-2022,17:00:00,12.7857,7.0573,0.02494,22.188,17.7,35.8307,0.33055,0
station1,24-08-2022,17:20:00,33.4564,5.7448,0.01899,28.1411,9.1494,30.7281,0.75738,0
station1,24-08-2022,17:40:00,3.5571,6.4754,0.04185,20.7643,12.6388,37.5648,0.63548,0
station1,24-08-2022,18:00:00,5.9408,6.6045,0.01744,23.6191,5.0778,33.2087,0.76416,0
station1,24-08-2022,18:20:00,1.9468,5.688,0.02783,25.6897,15.3722,30.136,0.36636,0
station1,24-08-2022,18:40:00,16.8201,7.4226,0.03435,24.0638,5.9985,20.1157,0.71328,0
station1,24-08-2022,19:00:00,19.4731,7.1847,0.01796,24.0141,9.0785,37.6051,0.43212,0
station1,24-08-2022,19:20:00,27.6195,5.9238,0.03655,26.3609,12.3057,28.5676,0.35435,0
station1,24-08-2022,19:40:00,28.3518,7.9529,0.02818,30.1793,8.3971,35.171,0.8879,0
station1,24-08-2022,20:00:00,6.1266,8.228,0.03583,23.3067,9.3148,17.8225,0.26677,0
station1,24-08-2022,20:20:00,11.9042,6.1122,0.02245,18.161,12.7086,17.6076,0.36833,0
station1,24-08-2022,20:40:00,9.6531,7.7266,0.0234,25.1755,5.4075,15.6944,0.29799,0
station1,24-08-2022,21:00:00,1.3037,6.3528,0.03523,20.8428,10.9518,20.7565,0.77087,0
station1,24-08-2022,21:20:00,15.3887,7.6603,0.02735,29.9969,5.7181,26.1664,0.52242,0
station1,24-08-2022,21:40:00,37.9984,6.1706,0.01858,26.4659,6.6868,19.5944,0.45888,0
station1,24-08-2022,22:00:00,26.235,7.4787,0.044,26.6751,5.6433,35.7588,0.46445,0
station1,24-08-2022,22:20:00,24.6326,7.5422,0.02032,27.1872,12.078,37.2837,0.34827,0
station1,24-08-2022,22:40:00,7.4373,8.7248,0.03294,22.3848,15.1866,18.2079,0.58647,0
station1,24-08-2022,23:00:00,32.3504,8.0998,0.01812,20.8683,17.6275,28.0925,0.91646,0
station1,24-08-2022,23:20:00,17.5916,6.7449,0.02756,21.1078,11.1348,31.9778,0.29683,0
station1,24-08-2022,23:40:00,25.7038,5.6851,0.01748,23.9518,19.6003,29.8745,0.35423,0
station1,24-08-2022,00:00:00,7.648,8.6227,0.03621,22.7215,11.3224,19.9945,0.8626,0
station1,24-08-2022,00:20:00,32.6537,7.2135,0.0268,20.2607,6.7852,21.5379,0.42282,0
station1,24-08-2022,00:40:00,6.9693,5.9075,0.02797,21.3217,9.3272,19.0038,0.70189,0
station1,24-08-2022,01:00:00,28.1669,8.3359,0.02041,19.2235,12.5518,17.243,0.96308,0
station1,24-08-2022,01:20:00,36.5656,7.8623,0.04201,20.8785,11.7374,28.4869,0.85116,0
station1,24-08-2022,01:40:00,11.1395,7.0273,0.04423,23.7667,15.3034,27.3571,0.86767,0
station1,24-08-2022,02:00:00,19.5031,6.1381,0.0389,30.3442,17.3797,34.6653,0.86978,0
station1,24-08-2022,02:20:00,31.8486,7.9057,0.04227,29.7379,14.2336,26.0219,0.33086,0
station1,24-08-2022,02:40:00,9.3473,6.1958,0.02263,29.5994,18.7073,17.2443,0.94673,0
station1,24-08-2022,03:00:00,22.2295,6.7051,0.01977,30.6485,16.5832,36.5544,0.29361,0
station1,24-08-2022,03:20:00,15.9039,5.7505,0.02021,23.9081,12.1768,19.2507,0.44978,0
station1,24-08-2022,03:40:00,37.9406,7.7803,0.03615,22.4288,15.9517,36.2269,0.91606,0
station1,24-08-2022,04:00:00,19.676,6.2052,0.01693,22.9621,15.3121,36.9651,0.76845,0
station1,24-08-2022,04:20:00,17.6505,7.732,0.03579,30.9311,8.7473,31.1293,0.79294,0
station1,24-08-2022,04:40:00,37.9874,5.7384,0.02595,30.6206,14.435,38.3489,0.41717,0
station1,24-08-2022,05:00:00,29.2803,8.3306,0.04017,24.0509,6.5377,23.2225,0.62629,0
station1,24-08-2022,05:20:00,37.0625,6.3827,0.04167,30.4309,16.3147,18.1615,0.98421,0
station1,24-08-2022,05:40:00,13.34,8.5603,0.02185,21.7277,7.1745,36.0464,0.27774,0
station1,24-08-2022,06:00:00,21.1865,8.736,0.02379,27.1739,17.5317,25.2956,0.62347,0
station1,24-08-2022,06:20:00,35.5708,8.2311,0.04281,30.6902,6.9373,39.0347,0.22802,0
station1,24-08-2022,06:40:00,9.2935,7.5953,0.04292,22.5477,18.0275,34.5268,0.78412,0
station1,24-08-2022,07:00:00,31.4523,5.856,0.02301,29.13,6.6929,21.5618,0.41727,0
station1,25-08-2022,07:20:00,3.6561,6.7967,0.0388,20.0053,5.18,27.0036,0.67366,0
station1,25-08-2022,07:40:00,34.0485,6.8887,0.03045,24.7792,10.6653,15.9189,0.63249,0
station1,25-08-2022,08:00:00,32.8023,8.3626,0.03098,30.3956,10.0978,21.8596,0.62914,0
station1,25-08-2022,08:20:00,20.3273,7.6721,0.0441,24.316,7.9709,38.015,0.92695,0
station1,25-08-2022,08:40:00,19.9898,8.8324,0.02146,30.0782,9.9181,39.6967,0.47798,0
station1,25-08-2022,09:00:00,18.5573,8.9248,0.03205,25.2719,13.2115,26.1868,0.65241,0
station1,25-08-2022,09:20:00,11.6278,5.5687,0.03863,19.5561,19.3187,33.7552,0.43066,0
station1,25-08-2022,09:40:00,8.0802,8.3741,0.02924,20.8717,14.5434,39.2996,0.97749,0
station1,25-08-2022,10:00:00,34.0489,7.9333,0.01579,22.8311,7.9109,25.4503,0.76081,0
station1,25-08-2022,10:20:00,12.119,6.1834,0.04242,22.5052,14.0162,38.6824,0.36,0
station1,25-08-2022,10:40:00,6.9335,7.1474,0.03945,28.6134,13.773,20.9893,0.77158,0
station1,25-08-2022,11:00:00,4.9407,6.2456,0.03719,19.6091,18.8416,38.4153,0.56588,0
station1,25-08-2022,11:20:00,17.674,8.2757,0.04306,20.483,6.2934,39.7316,0.22322,0
station1,25-08-2022,11:40:00,14.7042,5.8771,0.03423,18.5848,17.1605,32.861,0.45823,0
station1,25-08-2022,12:00:00,20.3985,6.6052,0.03751,30.0038,16.7041,18.8705,0.86839,0
station1,25-08-2022,12:20:00,14.443,8.4497,0.02668,26.357,16.2103,17.9725,0.24319,0
station1,25-08-2022,12:40:00,36.3767,8.848,0.02143,28.0344,11.349,38.2382,0.69318,0
station1,25-08-2022,13:00:00,30.5687,8.9533,0.021,23.7205,13.646,15.1336,0.85051,0
station1,25-08-2022,13:20:00,35.1441,8.7006,0.04102,29.2783,5.5788,18.6152,0.76163,0
station1,25-08-2022,13:40:00,5.5676,7.7344,0.02989,27.8977,19.4938,35.6585,0.3251,0
station1,25-08-2022,14:00:00,24.4312,6.4491,0.01769,22.0111,19.402,39.0604,0.75914,0
station1,25-08-2022,14:20:00,16.0706,5.6583,0.02476,27.0155,8.3,37.9626,0.98989,0
station1,25-08-2022,14:40:00,14.9793,6.4006,0.0281,27.1633,13.6146,33.8765,0.27742,0
station1,25-08-2022,15:00:00,4.1423,7.7671,0.01751,28.1103,13.7026,17.0968,0.41749,0
station1,25-08-2022,15:20:00,17.117,6.3046,0.04461,22.4077,7.4198,28.8962,0.37132,0
station1,25-08-2022,15:40:00,30.5936,8.7728,0.01839,18.9016,16.2511,34.5295,0.58072,0
station1,25-08-2022,16:00:00,16.6823,6.9484,0.01603,21.3846,16.9718,29.2963,0.92755,0
station1,25-08-2022,16:20:00,23.3164,5.7425,0.02607,30.1076,13.0009,37.3028,0.69347,0
station1,25-08-2022,16:40:00,22.699,8.3175,0.02853,18.5553,15.5342,26.647,0.81682,0
station1,25-08-2022,17:00:00,18.6467,5.9307,0.01614,30.7632,14.7123,20.5388,0.50571,0
station1,25-08-2022,17:20:00,33.2573,7.8137,0.01712,24.7695,13.5345,38.2478,0.41066,0
station1,25-08-2022,17:40:00,28.498,6.4464,0.03097,22.6862,13.8103,38.3452,0.45447,0
station1,25-08-2022,18:00:00,36.3279,8.8312,0.03921,20.3458,6.6273,39.3102,0.80566,0
station1,25-08-2022,18:20:00,31.4429,6.0365,0.04356,26.3565,8.9635,32.9597,0.69778,0
station1,25-08-2022,18:40:00,29.2053,6.4543,0.01836,22.6956,9.7441,26.7706,0.49471,0
station1,25-08-2022,19:00:00,30.1959,8.6715,0.02167,26.1189,15.2494,32.6012,0.67339,0
station1,25-08-2022,19:20:00,14.5619,8.0455,0.04346,22.3777,19.5181,19.4357,0.62163,0
station1,25-08-2022,19:40:00,4.1569,6.2472,0.02268,28.1292,7.3238,28.9008,0.46662,0
station1,25-08-2022,20:00:00,1.2675,6.3536,0.02939,24.0172,19.9102,39.0649,0.80937,0
station1,25-08-2022,20:20:00,14.6872,5.7281,0.03975,26.7809,15.9985,25.6786,0.40959,0
station1,25-08-2022,20:40:00,38.7134,8.01,0.0306,25.1738,17.1988,29.6215,0.85619,0
station1,25-08-2022,21:00:00,27.5027,7.5224,0.04261,19.1898,16.6022,24.7222,0.46249,0
station1,25-08-2022,21:20:00,36.3943,5.7408,0.04207,25.6594,13.1334,25.5715,0.79149,0
station1,25-08-2022,21:40:00,17.3097,6.9152,0.02312,19.5055,5.3435,17.0193,0.30828,0
station1,25-08-2022,22:00:00,20.8963,5.5566,0.04193,19.6468,17.0053,32.3152,0.8098,0
station1,25-08-2022,22:20:00,37.3723,5.6332,0.03074,26.3958,14.6147,19.8952,0.76702,0
station1,25-08-2022,22:40:00,20.391,6.6615,0.04101,27.148,13.1198,28.7596,0.2894,0
station1,25-08-2022,23:00:00,21.6212,8,0.01569,22.7094,14.3898,24.7998,0.86487,0
station1,25-08-2022,23:20:00,31.8209,6.0835,0.01933,28.4136,17.2126,18.7341,0.20279,0
station1,25-08-2022,23:40:00,29.5771,7.5017,0.0198,22.5479,12.3008,19.728,0.68285,0
station1,25-08-2022,00:00:00,2.5616,6.3952,0.03704,26.771,11.397,30.031,0.64751,0
station1,25-08-2022,00:20:00,1.827,6.866,0.01715,26.0389,6.8165,24.2646,0.61657,0
station1,25-08-2022,00:40:00,34.2176,6.0439,0.04272,30.5429,6.1842,39.0094,0.39424,0
station1,25-08-2022,01:00:00,35.645,7.4366,0.02019,18.5487,12.7577,17.8699,0.99074,0
station1,25-08-2022,01:20:00,12.7779,7.1467,0.04139,19.9975,19.7221,31.2422,0.21648,0
station1,25-08-2022,01:40:00,26.6364,8.8011,0.04286,30.7104,16.8517,24.7413,0.70038,0
station1,25-08-2022,02:00:00,29.698,6.3813,0.02567,21.1621,8.0651,22.8274,0.36058,0
station1,25-08-2022,02:20:00,35.2186,6.2295,0.02239,21.3378,5.9231,28.067,0.3926,0
station1,25-08-2022,02:40:00,18.9927,6.0869,0.04152,23.4667,6.883,19.2796,0.21862,0
station1,25-08-2022,03:00:00,3.965,6.2303,0.01938,30.4747,7.5698,15.8886,0.41826,0
station1,25-08-2022,03:20:00,23.0059,7.9806,0.02991,27.46,14.4698,16.6458,0.35027,0
station1,25-08-2022,03:40:00,6.0262,8.2489,0.02347,26.4915,15.2087,21.2695,0.66637,0
station1,25-08-2022,04:00:00,13.2846,6.2682,0.03483,27.7559,14.0955,39.7979,0.27192,0
station1,25-08-2022,04:20:00,21.0123,6.2507,0.04293,26.0323,10.7148,17.6431,0.51101,0
station1,25-08-2022,04:40:00,24.8979,7.4129,0.02033,19.2558,12.4987,35.1986,0.6097,0
station1,25-08-2022,05:00:00,9.1906,7.2024,0.03109,22.6078,16.0269,20.8361,0.8381,0
station1,25-08-2022,05:20:00,28.9478,7.5196,0.03267,27.0853,11.4264,21.0066,0.30881,0
station1,25-08-2022,05:40:00,16.6454,6.4893,0.03201,18.4507,18.0609,36.055,0.95224,0
station1,25-08-2022,06:00:00,13.5129,5.8282,0.04079,29.106,19.0341,17.365,0.56358,0
station1,25-08-2022,06:20:00,38.7411,5.5286,0.03913,22.9296,7.2203,19.9773,0.98175,0
station1,25-08-2022,06:40:00,13.1042,8.7101,0.03924,27.4499,19.4521,34.6002,0.58757,0
station1,25-08-2022,07:00:00,13.5025,6.8794,0.02713,26.9529,16.0043,17.4598,0.75029,0
station1,26-08-2022,07:20:00,34.5011,8.8274,0.02331,18.2275,7.3423,20.681,0.90391,0
station1,26-08-2022,07:40:00,27.5248,7.8208,0.01865,23.9677,7.3592,20.9779,0.58783,0
station1,26-08-2022,08:00:00,8.6035,7.8233,0.04156,29.3109,9.4284,16.2482,0.56263,0
station1,26-08-2022,08:20:00,20.7225,6.5507,0.03723,27.3692,16.6686,27.9329,0.95829,0
station1,26-08-2022,08:40:00,12.423,7.2184,0.03128,22.0175,14.0739,20.9209,0.39595,0
station1,26-08-2022,09:00:00,37.4245,7.7509,0.03525,25.9982,15.1943,16.3813,0.9365,0
station1,26-08-2022,09:20:00,15.4996,8.1425,0.03253,24.0455,15.1708,16.3742,0.26229,0
station1,26-08-2022,09:40:00,20.6227,5.7299,0.02193,20.7511,13.9893,19.2512,0.66912,0
station1,26-08-2022,10:00:00,27.0861,8.6778,0.03363,22.3627,19.3828,25.4809,0.66831,0
station1,26-08-2022,10:20:00,27.7921,5.8558,0.03971,29.5859,10.108,16.8494,0.66041,0
station1,26-08-2022,10:40:00,25.7501,8.222,0.03298,18.5985,12.7877,31.6228,0.28977,0
station1,26-08-2022,11:00:00,30.4761,6.3225,0.03059,28.2719,19.4622,26.1587,0.30385,0
station1,26-08-2022,11:20:00,10.9187,5.6309,0.02992,29.2121,18.2887,18.1425,0.92503,0
station1,26-08-2022,11:40:00,28.8016,6.4771,0.03474,24.885,7.052,26.6988,0.52662,0
station1,26-08-2022,12:00:00,24.8987,8.1354,0.01945,28.1452,8.155,35.4501,0.928,0
station1,26-08-2022,12:20:00,15.9792,8.1292,0.03873,24.6587,9.4786,17.6511,0.40647,0
station1,26-08-2022,12:40:00,19.8365,6.0516,0.04165,21.9139,17.2681,32.207,0.44049,0
station1,26-08-2022,13:00:00,10.3724,7.9201,0.03038,26.6167,13.0539,22.8495,0.91957,0
station1,26-08-2022,13:20:00,28.9331,8.6903,0.01692,18.655,15.9694,20.6138,0.2511,0
station1,26-08-2022,13:40:00,11.6271,8.4909,0.03638,26.0455,5.4285,27.2056,0.87915,0
station1,26-08-2022,14:00:00,18.3157,6.5379,0.01568,18.7992,5.0365,23.3608,0.83067,0
station1,26-08-2022,14:20:00,4.8582,8.4609,0.04084,23.4262,19.2653,33.1192,0.28523,0
station1,26-08-2022,14:40:00,33.6568,7.5835,0.02895,27.693,18.0545,23.151,0.28362,0
station1,26-08-2022,15:00:00,21.1562,8.1206,0.0359,18.8316,12.9067,30.7279,0.71053,0
station1,26-08-2022,15:20:00,8.9709,8.0741,0.02664,26.5747,5.0982,25.3658,0.90005,0
station1,26-08-2022,15:40:00,5.9204,6.9504,0.03724,23.8892,7.0684,38.0316,0.44763,0
station1,26-08-2022,16:00:00,6.5778,7.6638,0.02188,21.9981,18.8885,39.1341,0.9754,0
station1,26-08-2022,16:20:00,14.5418,8.0946,0.03473,25.2146,19.7722,35.056,0.69248,0
station1,26-08-2022,16:40:00,2.4612,6.976,0.0245,23.9998,10.5998,30.6432,0.90186,0
station1,26-08-2022,17:00:00,30.2624,5.6834,0.01921,30.7264,13.6977,34.8664,0.26517,0
station1,26-08-2022,17:20:00,8.3941,5.7259,0.04123,30.4093,6.9516,20.0172,0.54053,0
station1,26-08-2022,17:40:00,23.5178,7.8897,0.03709,30.7357,10.7162,28.7781,0.74301,0
station1,26-08-2022,18:00:00,30.9172,7.7864,0.04149,20.9808,19.737,34.3597,0.48007,0
station1,26-08-2022,18:20:00,14.8155,6.3735,0.03958,26.2245,8.1686,26.7137,0.40291,0
station1,26-08-2022,18:40:00,11.8199,5.72,0.019,24.6688,9.6518,33.1694,0.35515,0
station1,26-08-2022,19:00:00,3.6444,7.8144,0.03275,28.3068,8.8783,35.0001,0.95397,0
station1,26-08-2022,19:20:00,28.4717,7.0197,0.03202,29.8657,14.1452,37.587,0.68939,0
station1,26-08-2022,19:40:00,26.1776,8.4222,0.03161,23.502,5.6999,21.7885,0.56466,0
station1,26-08-2022,20:00:00,19.3868,6.5083,0.03872,21.9801,6.587,35.2284,0.95885,0
station1,26-08-2022,20:20:00,5.4969,8.2271,0.02615,21.4328,10.7862,20.5086,0.42469,0
station1,26-08-2022,20:40:00,34.9371,6.5332,0.01972,28.0263,15.7851,20.5768,0.45364,0
station1,26-08-2022,21:00:00,16.3875,6.4767,0.0244,29.6451,13.7698,35.651,0.8174,0
station1,26-08-2022,21:20:00,19.5214,8.104,0.02676,19.7727,19.9406,23.7464,0.40537,0
station1,26-08-2022,21:40:00,20.2399,5.8671,0.01835,28.9114,13.1475,21.7438,0.51388,0
station1,26-08-2022,22:00:00,9.1238,5.9388,0.0403,30.0291,6.7284,21.7342,0.22323,0
station1,26-08-2022,22:20:00,13.4633,6.0582,0.01893,27.5321,12.156,17.82,0.71522,0
station1,26-08-2022,22:40:00,17.3098,7.7425,0.03954,18.0218,7.3965,19.3693,0.23909,0
station1,26-08-2022,23:00:00,30.9963,6.2528,0.02725,26.7772,15.5629,17.1487,0.7639,0
station1,26-08-2022,23:20:00,21.5856,8.8637,0.02508,25.7629,9.8782,22.898,0.38511,0
station1,26-08-2022,23:40:00,21.2272,7.1937,0.03642,22.5069,19.6263,22.8262,0.26332,0
station1,26-08-2022,00:00:00,29.1155,6.194,0.01589,20.5061,17.072,23.3436,0.35496,0
station1,26-08-2022,00:20:00,4.0424,8.7158,0.02053,26.8542,5.1791,25.0847,0.76582,0
station1,26-08-2022,00:40:00,34.6584,7.3446,0.0356,27.5678,18.2251,35.0599,0.99015,0
station1,26-08-2022,01:00:00,9.5621,6.0773,0.02688,21.7691,14.1437,34.7352,0.79167,0
station1,26-08-2022,01:20:00,18.8635,5.5693,0.03395,21.3375,7.8152,38.9379,0.61576,0
station1,26-08-2022,01:40:00,31.9302,8.0798,0.04464,22.1831,8.9748,31.0347,0.72348,0
